text,label
"can you book a table for a party of 6 close to dekalb av
","restaurant
"
"where is winterheart’s guild
","search
"
"play a song by busta rhymes
","music
"
"in the neighbourhood find movies
","movie
"
"what is mo forecast for hotter temps in kalkaska
","weather
"
"play funky heavy bluesy
","music
"
"is it warmer in monson u sminor outlying islands
","weather
"
"play an eighties song by ler lalonde
","music
"
"book a table for me and georgina at a pub in a spa
","restaurant
"
"tell me if it will hail in kyrgyzstan
","weather
"
"play some music by frayser boy
","music
"
"book in one hour within walking distance of a restaurant downtown
","restaurant
"
"find the passion of michel foucault novel
","search
"
"play me songs from 1955
","music
"
"i want to watch the television show new astronomy
","search
"
"can you give me the movie schedule for amco entertainment ?
","movie
"
"book a table for ten people at a restaurant which serves snack
","restaurant
"
"i need to go to a restaurant a safe distant from the united states
","restaurant
"
"play the most popular twenties record from leland sklar
","music
"
"is it forecast to be warm in doi inthanon national park ?
","weather
"
"play me a song by dj paul elstak in 1988 on zvooq
","music
"
"play some 1970 antero manninen on zvooq
","music
"
"play music by charlie adams from 1954
","music
"
"book a popular brasserie in roads end
","restaurant
"
"what will the weather be like in 15 and a half weeks in china
","weather
"
"i want to make a reservation at a sushi restaurant
","restaurant
"
"book a table at an indoor restaurant now
","restaurant
"
"what are the movie schedules for speakeasy theaters
","movie
"
"is tomorrow at seven being played at douglas theatre company ?
","movie
"
"book reservation at a restaurant in south mills mt for one at 07 07
","restaurant
"
"what will the weather be at ten am in fourche nv
","weather
"
"play skin & bone by jess stacy on deezer
","music
"
"play some gospel music
","music
"
"is it possible to find the book live in europe online?
","search
"
"book a reservation for 2 at fashion cafe in diwali
","restaurant
"
"what s the weather forecast for 8 hours from now in cape verde ?
","weather
"
"play jono el grande from the thirties
","music
"
"what s the movie schedule for animated movies in the neighborhood
","movie
"
"what s the weather forecast in humphrey ?
","weather
"
"i wish to enjoy some fifties music by johnny paycheck
","music
"
"find politicsnation with al sharpton
","search
"
"i d like to listen to space music
","music
"
"book a table for three people at john pearson soda works in mauritius
","restaurant
"
"find a video game called batman the return of bruce wayne
","search
"
"find an album called preminchi choodu
","search
"
"i d like to see the show onion sportsdome
","search
"
"are there any movies playing at 5 am at north american cinemas ?
","movie
"
"weather in selinsgrove
","weather
"
"i need a reservation for 4 in illinois
","restaurant
"
"what will the weather be in worthington springs ?
","weather
"
"will it be freezing 5 seconds from now in patmos
","weather
"
"when is fine totally fine playing?
","movie
"
"find book the music lovers
","search
"
"show me movie schedules for today
","movie
"
"what is the movie schedules at consolidated theatres
","movie
"
"is black & white the dawn of justice playing at the movie theatre ?
","movie
"
"what time will where the breakers roar be playing?
","movie
"
"is it cold ever in farristown tanzania
","weather
"
"what movie times at megaplex theatres
","movie
"
"on jun the sixteenth 2032 id like to go to dillard house in putnam hall
","restaurant
"
"find a table at a restaurant in bynum ca at 09 59 pm
","restaurant
"
"show creative book named pencil thin mustache
","search
"
"i need to book a restaurant at four oclock for 4
","restaurant
"
"please tell me movie times
","movie
"
"book a reservation for seven people at a bar in kentucky
","restaurant
"
"what is the weather for yemen
","weather
"
"play an alla pougatcheva ballad on pandora
","music
"
"will it be hot in the cayman islands on november 12th 2035
","weather
"
"play a mike osborne song
","music
"
"find me the novel titled fertile ground
","search
"
"my party of 3 would really like to eat baba au rhum at a brasserie could you help?
","restaurant
"
"is it chillier in mint hill fm
","weather
"
"i need a table at a close by restaurnt in hackney for ten
","restaurant
"
"how cold is it in my current position ?
","weather
"
"find the schedule for salt of the black earth at the closest movie house
","movie
"
"book a spot for 10 at shopsins in denmark on st patricks day
","restaurant
"
"i want to book a reservation within the same area of amelia court house for 4
","restaurant
"
"book the mustard seed in turks and caicos islands for 9 people
","restaurant
"
"i want to hear the album insult to injury by narayana tirtha
","music
"
"what s the weather in heritage hill state historical park
","weather
"
"make a reservation at a bakery that has acquacotta in central african republic for five
","restaurant
"
"please book a restaurant with parking facility at taverna
","restaurant
"
"where is white bim black ear
","movie
"
"find movie times for close by movies
","movie
"
"will there be a cloud next year in kewanee
","weather
"
"book me a table at the restaurant at meadowood within the same area in kentucky
","restaurant
"
"play the electrochemical and solid state letters song
","search
"
"what movies are playing at the nearest cinema
","movie
"
"play breathtaking music
","music
"
"play dj ozma top songs
","music
"
"in the neighbourhood find movies starting in thirteen hours
","movie
"
"where to buy book bright ambush
","search
"
"where is the nearest cinema showing horror films today?
","movie
"
"what howards end cinema is near?
","movie
"
"book a restaurant in palestine for 8 people at 9 am
","restaurant
"
"what are the movie times ?
","movie
"
"is there a storm in new mexico in fort sumner
","weather
"
"play me some music by prince alla from the twenties
","music
"
"play some sixties music
","music
"
"i would like to see a schedule for movies at the nearest movie house
","movie
"
"what animated movies are playing at imax corporation ?
","movie
"
"find trivial pursuit america plays
","search
"
"want to eat at the meatball shop thats within walking distance of ericas campus
","restaurant
"
"which is the nearest movie house playing the diary of anne frank
","movie
"
"play latin dinner
","music
"
"play latest george ducas music
","music
"
"will there be s snowstorm at my current location this week
","weather
"
"find once upon a time in the west
","search
"
"find the schedule for films at night at great escape theatres
","movie
"
"i need to book a table at a nearby restaurant
","restaurant
"
"book a table at a top-rated brasserie in pakistan
","restaurant
"
"what s the weather in mountain center
","weather
"
"play track ai se eu te pego on google music from artist maestro
","music
"
"play playlist chilled r&b
","music
"
"find me the movie with the title of twitches
","search
"
"need a booking for 6 in ok for the city of boonton
","restaurant
"
"i need a list of places in the area that i can see animated movies in six minutes
","movie
"
"play a song from 1950
","music
"
"give me the movie schedules for national amusements
","movie
"
"when is old enough showing at the movie house ?
","movie
"
"i need a party of 4 to get a table reserved at a pub with southeastern cuisine
","restaurant
"
"is there any hail in monterey bay national marine sanctuary
","weather
"
"forecase for ohio in twenty one hours and one second
","weather
"
"book me a table for a party of eight in germany
","restaurant
"
"what is the forecast this month in kosovo
","weather
"
"check the weather forecast for the current position
","weather
"
"what movies are showing at the nearest movie house ?
","movie
"
"where to watch television show linger awhile live at newport and more
","search
"
